PassengerId,Survived,Pclass,Sex,Age,WithFamily,Kid,Youth,SinFare,Group,TicketHead,Embarked_C,Embarked_Q,Embarked_S,WithCabin
747,0.0,3,1,16.0,1,0,0,6.75,1,745,0,0,1,1
748,1.0,2,-1,30.0,0,0,1,13.0,0,220,0,0,1,1
749,0.0,1,1,19.0,1,0,1,26.55,1,45,0,0,1,0
750,0.0,3,1,31.0,0,0,0,7.75,0,395,0,1,0,1
751,1.0,2,-1,4.0,1,1,0,7.666666666666667,1,318,0,0,1,1
752,1.0,3,1,6.0,1,1,0,6.2375,1,669,0,0,1,0
753,0.0,3,1,33.0,0,0,0,9.5,0,431,0,0,1,1
754,0.0,3,1,23.0,0,0,1,7.8958,0,487,0,0,1,1
755,1.0,2,-1,48.0,1,0,0,13.0,1,138,0,0,1,1
756,1.0,2,1,0.67,1,1,0,7.25,1,221,0,0,1,1
757,0.0,3,1,28.0,0,0,1,7.7958,0,552,0,0,1,1
758,0.0,2,1,18.0,0,0,1,11.5,0,323,0,0,1,1
759,0.0,3,1,34.0,0,0,0,8.05,0,584,0,0,1,1
760,1.0,1,-1,33.0,0,0,0,28.833333333333332,1,0,0,0,1,0
761,0.0,3,1,24.0,0,0,1,7.25,1,577,0,0,1,1
762,0.0,3,1,41.0,0,0,0,7.125,0,800,0,0,1,1
763,1.0,3,1,20.0,0,0,1,7.2292,0,257,1,0,0,1
764,1.0,1,-1,36.0,1,0,0,30.0,1,43,0,0,1,0
765,0.0,3,1,16.0,0,0,0,7.775,0,451,0,0,1,1
766,1.0,1,-1,51.0,1,0,0,25.986099999999997,1,92,0,0,1,0
767,0.0,1,1,24.0,0,0,1,39.6,0,24,1,0,0,1
768,0.0,3,-1,30.5,0,0,0,7.75,0,597,0,1,0,1
769,0.0,3,1,24.0,1,0,1,8.049999999999999,1,646,0,1,0,1
770,0.0,3,1,32.0,0,0,0,8.3625,0,701,0,0,1,1
771,0.0,3,1,24.0,0,0,1,9.5,0,432,0,0,1,1
772,0.0,3,1,48.0,0,0,0,7.8542,0,556,0,0,1,1
773,0.0,2,-1,57.0,0,0,0,5.25,1,784,0,0,1,0
774,0.0,3,1,24.0,0,0,1,7.225,0,269,1,0,0,1
775,1.0,2,-1,54.0,1,0,0,11.5,1,320,0,0,1,1
776,0.0,3,1,18.0,0,0,1,7.75,0,455,0,0,1,1
777,0.0,3,1,24.0,0,0,1,7.75,0,661,0,1,0,0
778,1.0,3,-1,5.0,0,1,0,6.2375,1,593,0,0,1,1
779,0.0,3,1,24.0,0,0,1,7.7375,0,621,0,1,0,1
780,1.0,1,-1,43.0,1,0,0,52.834375,1,187,0,0,1,0
781,1.0,3,-1,13.0,0,1,0,7.2292,0,282,1,0,0,1
782,1.0,1,-1,17.0,1,0,0,28.5,1,113,0,0,1,0
783,0.0,1,1,29.0,0,0,1,30.0,0,36,0,0,1,0
784,0.0,3,1,24.0,1,0,1,5.8625,1,806,0,0,1,1
785,0.0,3,1,25.0,0,0,1,7.05,0,800,0,0,1,1
786,0.0,3,1,25.0,0,0,1,7.25,0,651,0,0,1,1
787,1.0,3,-1,18.0,0,0,1,7.4958,0,328,0,0,1,1
788,0.0,3,1,8.0,1,1,0,4.854166666666667,1,659,0,1,0,1
789,1.0,3,1,1.0,1,1,0,5.14375,1,743,0,0,1,1
790,0.0,1,1,46.0,0,0,0,39.6,1,775,1,0,0,0
791,0.0,3,1,24.0,0,0,1,7.75,0,85,0,1,0,1
792,0.0,2,1,16.0,0,0,0,13.0,1,182,0,0,1,1
793,0.0,3,-1,24.0,1,0,1,6.322727272727272,1,760,0,0,1,1
794,0.0,1,1,24.0,0,0,1,30.6958,0,776,1,0,0,1
795,0.0,3,1,25.0,0,0,1,7.8958,0,486,0,0,1,1
796,0.0,2,1,39.0,0,0,0,13.0,0,304,0,0,1,1
797,1.0,1,-1,49.0,0,0,0,25.9292,0,111,0,0,1,0
798,1.0,3,-1,31.0,0,0,0,8.6833,0,527,0,0,1,1
799,0.0,3,1,30.0,0,0,1,7.2292,0,280,1,0,0,1
800,0.0,3,-1,30.0,1,0,1,8.049999999999999,1,425,0,0,1,1
801,0.0,2,1,34.0,0,0,0,6.5,1,219,0,0,1,1
802,1.0,2,-1,31.0,1,0,0,8.75,1,748,0,0,1,1
803,1.0,1,1,11.0,1,1,0,30.0,1,43,0,0,1,0
804,1.0,3,1,0.42,1,1,0,4.25835,1,233,1,0,0,1
805,1.0,3,1,27.0,0,0,1,6.975,0,465,0,0,1,1
806,0.0,3,1,31.0,0,0,0,7.775,0,440,0,0,1,1
807,0.0,1,1,39.0,0,0,0,0.0,0,15,0,0,1,0
808,0.0,3,-1,18.0,0,0,1,7.775,0,463,0,0,1,1
809,0.0,2,1,39.0,0,0,0,13.0,0,205,0,0,1,1
810,1.0,1,-1,33.0,1,0,0,26.55,1,67,0,0,1,0
811,0.0,3,1,26.0,0,0,1,7.8875,0,468,0,0,1,1
812,0.0,3,1,39.0,0,0,0,8.049999999999999,1,713,0,0,1,1
813,0.0,2,1,35.0,0,0,0,10.5,0,303,0,0,1,1
814,0.0,3,-1,6.0,1,1,0,4.4678571428571425,1,459,0,0,1,1
815,0.0,3,1,30.5,0,0,0,8.05,0,588,0,0,1,1
816,0.0,1,1,24.0,0,0,1,0.0,1,19,0,0,1,0
817,0.0,3,-1,23.0,0,0,1,7.925,0,802,0,0,1,1
818,0.0,2,1,31.0,1,0,0,12.334733333333332,1,783,1,0,0,1
819,0.0,3,1,43.0,0,0,0,6.45,0,737,0,0,1,1
820,0.0,3,1,10.0,1,1,0,4.6499999999999995,1,464,0,0,1,1
821,1.0,1,-1,52.0,1,0,0,23.375,1,86,0,0,1,0
822,1.0,3,1,27.0,0,0,1,8.6625,0,362,0,0,1,1
823,0.0,1,1,38.0,0,0,0,0.0,0,125,0,0,1,1
824,1.0,3,-1,27.0,1,0,1,6.2375,1,669,0,0,1,0
825,0.0,3,1,2.0,1,1,0,5.669642857142857,1,335,0,0,1,1
826,0.0,3,1,24.0,0,0,1,6.95,0,616,0,1,0,1
827,0.0,3,1,24.0,0,0,1,7.061975,1,104,0,0,1,1
828,1.0,2,1,1.0,1,1,0,12.334733333333332,1,783,1,0,0,1
829,1.0,3,1,24.0,0,0,1,7.75,0,610,0,1,0,1
830,1.0,1,-1,62.0,0,0,0,40.0,1,42,0,0,1,0
831,1.0,3,-1,15.0,1,1,0,7.2271,1,253,1,0,0,1
832,1.0,2,1,0.83,1,1,0,6.25,1,321,0,0,1,1
833,0.0,3,1,24.0,0,0,1,7.2292,0,266,1,0,0,1
834,0.0,3,1,23.0,0,0,1,7.8542,0,473,0,0,1,1
835,0.0,3,1,18.0,0,0,1,8.3,0,139,0,0,1,1
836,1.0,1,-1,39.0,1,0,0,27.71943333333333,1,778,1,0,0,0
837,0.0,3,1,21.0,0,0,1,8.6625,0,361,0,0,1,1
838,0.0,3,1,24.0,0,0,1,8.05,0,667,0,0,1,1
839,1.0,3,1,32.0,0,0,0,7.061975,1,104,0,0,1,1
840,1.0,1,1,24.0,0,0,1,29.7,0,79,1,0,0,0
841,0.0,3,1,20.0,0,0,1,7.925,0,800,0,0,1,1
842,0.0,2,1,16.0,0,0,0,5.25,1,784,0,0,1,1
843,1.0,1,-1,30.0,0,0,1,15.5,1,62,1,0,0,1
844,0.0,3,1,34.5,0,0,0,6.4375,0,278,1,0,0,1
845,0.0,3,1,17.0,0,0,0,8.6625,0,354,0,0,1,1
846,0.0,3,1,42.0,0,0,0,7.55,0,754,0,0,1,1
847,0.0,3,1,24.0,1,0,1,6.322727272727272,1,760,0,0,1,1
848,0.0,3,1,35.0,0,0,0,7.8958,0,496,1,0,0,1
849,0.0,2,1,28.0,1,0,1,11.0,1,207,0,0,1,1
850,1.0,1,-1,24.0,1,0,1,44.5521,1,108,1,0,0,0
851,0.0,3,1,4.0,1,1,0,4.4678571428571425,1,459,0,0,1,1
852,0.0,3,1,74.0,0,0,0,7.775,0,437,0,0,1,1
853,0.0,3,-1,9.0,1,1,0,5.081933333333333,1,273,1,0,0,1
854,1.0,1,-1,16.0,1,0,0,19.7,1,775,0,0,1,0
855,0.0,2,-1,44.0,1,0,0,13.0,1,191,0,0,1,1
856,1.0,3,-1,18.0,1,0,1,4.675,1,666,0,0,1,1
857,1.0,1,-1,45.0,1,0,0,41.216675,1,626,0,0,1,1
858,1.0,1,1,51.0,0,0,0,26.55,0,33,0,0,1,0
859,1.0,3,-1,24.0,1,0,1,4.814575,1,260,1,0,0,1
860,0.0,3,1,24.0,0,0,1,7.2292,0,237,1,0,0,1
861,0.0,3,1,41.0,1,0,0,7.05415,1,546,0,0,1,1
862,0.0,2,1,21.0,1,0,1,11.5,0,302,0,0,1,1
863,1.0,1,-1,48.0,0,0,0,25.9292,0,112,0,0,1,0
864,0.0,3,-1,24.0,1,0,1,6.322727272727272,1,760,0,0,1,1
865,0.0,2,1,24.0,0,0,1,13.0,0,154,0,0,1,1
866,1.0,2,-1,42.0,0,0,0,13.0,0,161,0,0,1,1
867,1.0,2,-1,27.0,1,0,1,13.8583,0,796,1,0,0,1
868,0.0,1,1,31.0,0,0,0,50.4958,0,775,0,0,1,0
869,0.0,3,1,24.0,0,0,1,9.5,0,428,0,0,1,1
870,1.0,3,1,4.0,1,1,0,3.7111,1,477,0,0,1,1
871,0.0,3,1,26.0,0,0,1,7.8958,0,531,0,0,1,1
872,1.0,1,-1,47.0,1,0,0,26.2771,1,70,0,0,1,0
873,0.0,1,1,33.0,0,0,0,5.0,0,688,0,0,1,0
874,0.0,3,1,47.0,0,0,0,9.0,0,419,0,0,1,1
875,1.0,2,-1,28.0,1,0,1,12.0,1,766,1,0,0,1
876,1.0,3,-1,15.0,0,1,0,7.225,0,261,1,0,0,1
877,0.0,3,1,20.0,0,0,1,4.9229,1,691,0,0,1,1
878,0.0,3,1,19.0,0,0,1,7.8958,0,495,0,0,1,1
879,0.0,3,1,24.0,0,0,1,7.8958,0,500,0,0,1,1
880,1.0,1,-1,56.0,1,0,0,27.71943333333333,1,75,1,0,0,0
881,1.0,2,-1,25.0,1,0,1,13.0,1,147,0,0,1,1
882,0.0,3,1,33.0,0,0,0,7.8958,0,540,0,0,1,1
883,0.0,3,-1,22.0,0,0,1,10.5167,0,697,0,0,1,1
884,0.0,2,1,28.0,0,0,1,10.5,0,756,0,0,1,1
885,0.0,3,1,25.0,0,0,1,7.05,0,800,0,0,1,1
886,0.0,3,-1,39.0,1,0,0,4.854166666666667,1,659,0,1,0,1
887,0.0,2,1,27.0,0,0,1,13.0,0,130,0,0,1,1
888,1.0,1,-1,19.0,0,0,1,30.0,0,18,0,0,1,0
889,0.0,3,-1,24.0,1,0,1,5.8625,1,806,0,0,1,1
890,1.0,1,1,26.0,0,0,1,30.0,0,11,1,0,0,0
891,0.0,3,1,32.0,0,0,0,7.75,0,642,0,1,0,1
